# Version:            COMSOL 5.3.1.201
# Table:              Probe Table 4 - 
# Time (h)               <T> Ice Region (K)	    Icy Patch<CosZ>         <T>_floor (K), Floor     COSZ_floor
0                        188.25078735036777       0.2833946088693549       188.90193320823008       0.6753216696224137
0.5784639348303113       186.1416252459012        0.24435353129856427      192.41525019324342       0.6394911177934238
1.1569278696606227       183.56904300956074       0.1609022580556376       192.85565571575313       0.49814138593335433
2.3138557393212453       177.65220285818566       0.0025724179551716436    186.20954369249017       0.029113133134364765
3.470783608981868        173.21408137358824       0                        179.2566039787594        0
5.784639348303113        168.8102840542283        0                        172.48898906883946       0
8.098495087624357        173.34087438741994       0.23526134186292155      184.20712688899997       0.48939102011785685
9.767985882329116        174.53246975566478       0.23090544942532368      191.54809110520014       0.6192051596279012
11.437476677033873       168.80743711673753       9.784089692310505E-4     179.83877399508367       0.019579518173625247
12.786022375984215       165.8799813654849        0                        173.90216340343943       0
14.134568074934558       163.8854409479942        0                        170.28262577496804       0
15.709063372793773       162.54528702512235       0.013598764921373298     167.45807048965503       0
17.28355867065299        167.61640049725656       0.24769728877184471      179.39213681219658       0.5246451680840282
18.58572937115186        170.09557505946202       0.25830495379833646      187.76434260950674       0.6584340742298024
19.88790007165073        166.79199532329835       0.0588002908940124       183.7062942874428        0.2716598666417566
21.059853702099712       163.63714623229558       0                        175.78637597088672       0
22.231807332548698       161.618491482358         0                        171.16890098970816       0
23.403760962997683       160.18530516965734       0                        168.21111292022218       0
25.747668223895648       163.6096854400257        0.16088950917074818      174.5387343944132        0.2967989359146486
27.431953059660174       167.85429019900837       0.27491651237593073      186.77268933770804       0.6752555774589531
29.116237895424703       163.60421103568981       0.03775395378114442      180.69097511236967       0.20193371794488477
30.40397448601362        160.70027037411876       0                        173.31864300091723       0
31.691711076602537       158.85468126678524       0                        169.04847665391355       0
32.97944766719146        157.53916836279768       0                        166.28948004649334       0
34.31898548288927        158.15512743743207       0.06690193529566356      165.9982034001051        0.07048187052828452
35.65852329858707        163.2066122248336        0.267823525976834        178.04503774509988       0.5863424114979972
36.8641073327151         165.33891144741506       0.24547271635874426      185.3591248575528        0.6411032688521312
38.069691366843124       162.3074716914895        0.05399591911663387      181.2578185477255        0.25665809763930775
39.154716997558346       159.4730918788685        0                        173.84336754911774       0
40.23974262827357        157.6655646170755        0                        169.44237832305635       0
41.32476825898878        156.40082453901093       0                        166.6033046899592        0
43.494819520419234       157.51348088152017       0.08480328877290132      166.91265005648899       0.11326301333264216
45.43914451525731        163.68790504159043       0.2813412226365196       183.2617205758102        0.6769427857178466
47.145780291413466       160.25477161440804       0.05370907937835132      179.40276239706276       0.25572552952156585
48.47469383800711        157.32519277469214       0                        171.63358815889947       0
49.80360738460075        155.5199691168113        0                        167.222349633101         0
51.1325209311944         154.27179420278603       0                        164.43655566769823       0
52.47509838100597        155.03681957751513       0.06824184928447433      164.28887094649096       0.07338919999435163
53.81767583081754        160.24554214629447       0.2686226374012256       176.5089927002192        0.5889952806174923
55.02599553564795        162.45559634060834       0.2439685877303671       183.85825104541632       0.6389335326193706
56.23431524047837        159.45839884093067       0.05170885984236109      179.6541167740158        0.24922035281886523
57.32180297482574        156.70240764326377       0                        172.3260507317148        0
58.409290709173106       154.95868569409635       0                        167.98016048149526       0
59.496778443520476       153.75018994769496       0                        165.18054250212947       0
61.671753912215216       155.16516877772136       0.09028708991421763      166.00815092232995       0.12685656379142118
63.57536713625736        161.3468329849048        0.28174254649004693      182.0984907006983        0.6767806127553011
65.28429557540093        158.0150720206147        0.055010184774888796     178.40366068184832       0.2599550501142091
66.60388694507103        155.1264525848605        0                        170.6379235391481        0
